pca_components,alpha,umap_n_components,umap_n_neighbors,min_cluster_size,min_samples,cluster_selection_method,n_clusters,n_outliers,outlier_pct,silhouette_global,min_cluster_silhouette,n_bad_clusters,n_weak_clusters,largest_cluster_pct,davies_bouldin,score,meets_all
50,0.7,30,20,40,40,leaf,20,1740,49.361702127659576,0.6014506220817566,0.38338542,0,0,6.865248226950355,0.5271605198266819,-1587.2340425531916,False
60,0.7,25,15,30,30,leaf,26,1740,49.361702127659576,0.6125414371490479,0.37575135,0,0,5.24822695035461,0.5114626698022454,-1587.2340425531916,False
70,0.6,25,20,60,30,leaf,9,1741,49.39007092198582,0.48967814445495605,0.19573475,0,1,9.673758865248228,0.6677011289867312,-1587.8014184397164,False
70,0.4,20,10,30,30,leaf,23,1741,49.39007092198582,0.549294114112854,0.20356663,0,0,7.234042553191489,0.5561421855164926,-1587.8014184397164,False
50,0.5,20,20,60,20,leaf,13,1741,49.39007092198582,0.47678592801094055,0.23300037,0,0,7.9432624113475185,0.6657807083713625,-1587.8014184397164,False
50,0.5,30,15,40,30,leaf,19,1741,49.39007092198582,0.5374378561973572,0.21968825,0,0,8.085106382978724,0.5358265503268957,-1587.8014184397164,False
50,0.3,20,10,50,30,leaf,17,1742,49.41843971631206,0.5185040831565857,0.27572703,0,0,6.780141843971631,0.6460296641959202,-1588.3687943262412,False
70,0.4,20,10,60,50,leaf,10,1742,49.41843971631206,0.4430009722709656,0.1432845,0,1,13.588652482269502,0.7040558276286311,-1588.3687943262412,False
70,0.7,20,15,60,50,leaf,12,1742,49.41843971631206,0.48012736439704895,0.07789182,0,1,11.177304964539008,0.745179037113671,-1588.3687943262412,False
60,0.3,25,15,40,20,leaf,24,1742,49.41843971631206,0.5679848194122314,0.24187244,0,0,5.333333333333334,0.533850694032662,-1588.3687943262412,False
60,0.7,20,20,50,40,leaf,16,1742,49.41843971631206,0.5874162912368774,0.3568736,0,0,6.156028368794327,0.5485091959641974,-1588.3687943262412,False
50,0.4,25,10,30,30,leaf,24,1742,49.41843971631206,0.5677187442779541,0.28676477,0,0,4.51063829787234,0.529517384134013,-1588.3687943262412,False
70,0.4,25,15,60,20,leaf,16,1743,49.4468085106383,0.4889315366744995,0.102572754,0,1,7.120567375886525,0.7031022173962322,-1588.936170212766,False
70,0.4,20,20,40,30,leaf,18,1743,49.4468085106383,0.5115298628807068,0.13315505,0,1,7.971631205673758,0.5686033967883986,-1588.936170212766,False
60,0.3,20,10,30,30,leaf,27,1743,49.4468085106383,0.6250775456428528,0.37228197,0,0,3.6879432624113475,0.5164862205634038,-1588.936170212766,False
50,0.7,20,10,60,40,leaf,13,1744,49.47517730496454,0.5415629148483276,0.33453938,0,0,7.035460992907801,0.6427284650993285,-1589.5035460992908,False
70,0.5,30,20,30,20,leaf,25,1745,49.50354609929078,0.5669891238212585,0.3001267,0,0,4.822695035460993,0.5639433146870336,-1590.0709219858156,False
60,0.3,30,15,50,30,leaf,15,1745,49.50354609929078,0.4984486401081085,0.15022953,0,1,8.567375886524822,0.6216924360169351,-1590.0709219858156,False
70,0.7,30,20,30,30,leaf,27,1745,49.50354609929078,0.6165074706077576,0.41179898,0,0,4.056737588652482,0.5370859705813986,-1590.0709219858156,False
50,0.3,25,20,40,20,leaf,22,1745,49.50354609929078,0.5331612825393677,0.20600684,0,0,5.957446808510639,0.6041417978854049,-1590.0709219858156,False
70,0.4,20,15,50,20,leaf,17,1746,49.53191489361702,0.44811052083969116,0.04377968,0,1,7.659574468085106,0.6817253345629124,-1590.6382978723404,False
50,0.3,25,15,30,30,leaf,24,1746,49.53191489361702,0.5473659038543701,0.19465992,0,1,7.801418439716312,0.5322724000504331,-1590.6382978723404,False
70,0.3,25,10,50,40,leaf,13,1746,49.53191489361702,0.49375465512275696,0.260526,0,0,7.205673758865248,0.7122663542947282,-1590.6382978723404,False
60,0.4,25,10,40,30,leaf,20,1747,49.56028368794326,0.5297569632530212,0.24227771,0,0,6.156028368794327,0.5633180194363017,-1591.2056737588653,False
60,0.3,30,15,60,20,leaf,17,1747,49.56028368794326,0.5039275884628296,0.27450076,0,0,6.978723404255319,0.7440680420164945,-1591.2056737588653,False
60,0.5,25,10,40,40,leaf,18,1747,49.56028368794326,0.5502955913543701,0.3178836,0,0,8.879432624113475,0.5536890302359142,-1591.2056737588653,False
70,0.5,20,10,50,40,leaf,14,1747,49.56028368794326,0.514245867729187,0.25634375,0,0,9.617021276595745,0.647928326401616,-1591.2056737588653,False
50,0.5,25,10,50,30,leaf,15,1747,49.56028368794326,0.5410842299461365,0.27918085,0,0,7.404255319148937,0.5916253256856194,-1591.2056737588653,False
70,0.7,25,15,50,50,leaf,14,1748,49.5886524822695,0.5467655062675476,0.31396252,0,0,7.971631205673758,0.634606795827431,-1591.77304964539,False
70,0.4,30,10,40,30,leaf,19,1748,49.5886524822695,0.5139878988265991,0.27221894,0,0,5.390070921985815,0.6032687178989857,-1591.77304964539,False
70,0.5,20,10,60,40,leaf,10,1748,49.5886524822695,0.5038130283355713,0.23965967,0,0,9.106382978723405,0.7249893439414495,-1591.77304964539,False
50,0.3,25,20,50,50,eom,2,922,26.156028368794328,0.3592952787876129,0.32556036,0,0,69.19148936170212,0.6536247064612145,-1591.9148936170213,False
60,0.6,30,10,50,50,leaf,11,1749,49.61702127659574,0.5072911977767944,0.19757715,0,1,9.673758865248228,0.6138820951179115,-1592.340425531915,False
60,0.3,25,10,40,30,leaf,24,1749,49.61702127659574,0.5808599591255188,0.32964966,0,0,4.397163120567376,0.5688562225528865,-1592.340425531915,False
50,0.3,30,15,40,30,leaf,22,1749,49.61702127659574,0.5489435791969299,0.19123246,0,1,8.056737588652481,0.5506171129289765,-1592.340425531915,False
60,0.5,30,10,30,30,leaf,24,1749,49.61702127659574,0.5942274332046509,0.3817216,0,0,6.581560283687943,0.5087320474068193,-1592.340425531915,False
70,0.3,30,15,30,20,leaf,31,1749,49.61702127659574,0.5974379777908325,0.39590514,0,0,4.170212765957447,0.5327905923144022,-1592.340425531915,False
70,0.7,25,20,30,30,leaf,25,1749,49.61702127659574,0.5957545638084412,0.39869168,0,0,4.425531914893617,0.5502781780507242,-1592.340425531915,False
70,0.3,20,10,30,30,leaf,28,1750,49.645390070921984,0.595703125,0.16630477,0,1,4.226950354609929,0.5453894194372649,-1592.9078014184397,False
70,0.6,30,10,50,50,leaf,11,1750,49.645390070921984,0.5007691383361816,0.22052552,0,0,12.453900709219857,0.5879993423765048,-1592.9078014184397,False
60,0.5,30,20,50,40,leaf,14,1750,49.645390070921984,0.5100866556167603,0.280131,0,0,7.347517730496454,0.6663701326357306,-1592.9078014184397,False
60,0.5,30,15,40,30,leaf,19,1750,49.645390070921984,0.5573650002479553,0.27127928,0,0,7.460992907801418,0.5364177769814704,-1592.9078014184397,False
70,0.7,25,10,60,50,leaf,14,1751,49.673758865248224,0.5639710426330566,0.34357068,0,0,5.843971631205673,0.6426011225466459,-1593.4751773049645,False
50,0.6,25,15,60,40,leaf,10,1751,49.673758865248224,0.4797593653202057,0.16002889,0,1,10.382978723404255,0.6350189045433916,-1593.4751773049645,False
60,0.5,30,20,30,20,leaf,25,1751,49.673758865248224,0.5790253281593323,0.39238647,0,0,6.49645390070922,0.5231091512136827,-1593.4751773049645,False
50,0.4,30,15,30,20,leaf,25,1753,49.730496453900706,0.5696393847465515,0.2926999,0,0,4.0,0.5595698135658285,-1594.6099290780141,False
70,0.3,25,10,60,30,leaf,14,1753,49.730496453900706,0.4742164611816406,0.1092721,0,1,9.191489361702128,0.6899077250850066,-1594.6099290780141,False
70,0.4,20,20,30,20,leaf,26,1753,49.730496453900706,0.5706821084022522,0.399925,0,0,3.631205673758865,0.5568003627182245,-1594.6099290780141,False
50,0.3,25,15,30,20,leaf,29,1753,49.730496453900706,0.5965408086776733,0.39891815,0,0,4.397163120567376,0.536479123777158,-1594.6099290780141,False
50,0.4,20,20,40,30,leaf,19,1753,49.730496453900706,0.49990352988243103,0.07419638,0,1,7.0638297872340425,0.6376957711572883,-1594.6099290780141,False
50,0.4,20,15,30,20,leaf,26,1754,49.758865248226954,0.5762711763381958,0.20074792,0,0,3.602836879432624,0.5548237043994211,-1595.177304964539,False
60,0.5,25,20,30,20,leaf,28,1754,49.758865248226954,0.573555052280426,0.33331165,0,0,3.801418439716312,0.551279337747571,-1595.177304964539,False
60,0.6,20,10,40,40,leaf,17,1754,49.758865248226954,0.5434166789054871,0.27499774,0,0,8.340425531914894,0.5543532106201771,-1595.177304964539,False
60,0.3,25,10,60,30,leaf,14,1755,49.787234042553195,0.47483906149864197,0.108698584,0,1,9.333333333333334,0.7406770510233718,-1595.744680851064,False
50,0.4,25,15,40,20,leaf,24,1755,49.787234042553195,0.5836238861083984,0.3257145,0,0,4.709219858156028,0.5453324825501428,-1595.744680851064,False
70,0.5,20,10,40,40,leaf,18,1755,49.787234042553195,0.5333645939826965,0.24197854,0,0,10.01418439716312,0.5220525496627676,-1595.744680851064,False
70,0.3,20,15,60,30,leaf,11,1755,49.787234042553195,0.5068181753158569,0.26765704,0,0,6.921985815602836,0.7318611064261106,-1595.744680851064,False
60,0.4,30,20,60,20,leaf,13,1756,49.81560283687943,0.4723148047924042,0.24741778,0,0,9.75886524822695,0.641280337705714,-1596.3120567375886,False
60,0.5,25,20,60,30,leaf,12,1756,49.81560283687943,0.4755726754665375,0.25533515,0,0,7.971631205673758,0.7278342533157787,-1596.3120567375886,False
50,0.3,20,10,40,30,leaf,24,1756,49.81560283687943,0.5930771827697754,0.36725092,0,0,4.113475177304964,0.5736730352465644,-1596.3120567375886,False
50,0.5,20,15,30,20,leaf,26,1756,49.81560283687943,0.5506293177604675,0.27969223,0,0,4.340425531914894,0.6059214740683017,-1596.3120567375886,False
50,0.5,30,15,50,40,leaf,13,1757,49.843971631205676,0.5334960222244263,0.2616724,0,0,8.794326241134751,0.6228003523766106,-1596.8794326241136,False
70,0.3,20,20,30,20,leaf,30,1757,49.843971631205676,0.5626416206359863,0.25987214,0,0,4.0,0.5980015946541989,-1596.8794326241136,False
50,0.4,20,20,60,40,eom,2,886,25.134751773049647,0.3539259433746338,0.31784624,0,0,69.73049645390071,0.6753979273382161,-1597.3049645390072,False
60,0.3,20,20,50,20,eom,16,1229,34.86524822695036,0.3586792051792145,-0.01819831,1,1,16.595744680851062,0.7820204729661869,-1597.3049645390072,False
60,0.5,30,20,40,30,leaf,16,1758,49.87234042553192,0.5144283175468445,0.26560545,0,0,7.319148936170213,0.6025012094471078,-1597.4468085106382,False
70,0.5,25,20,60,40,leaf,12,1758,49.87234042553192,0.5074876546859741,0.21874648,0,0,9.53191489361702,0.6823421844099554,-1597.4468085106382,False
60,0.4,20,20,30,20,leaf,24,1758,49.87234042553192,0.5570106506347656,0.30588067,0,0,4.028368794326241,0.5695741660644875,-1597.4468085106382,False
50,0.7,30,10,60,50,leaf,12,1759,49.90070921985816,0.5489509105682373,0.37079066,0,0,7.26241134751773,0.6441483817867688,-1598.0141843971633,False
50,0.4,25,20,30,20,leaf,28,1760,49.9290780141844,0.55906081199646,0.26260784,0,0,4.397163120567376,0.57584408107293,-1598.5815602836878,False
60,0.3,25,15,30,20,leaf,31,1760,49.9290780141844,0.5957663655281067,0.32095954,0,0,4.283687943262411,0.5261080289798761,-1598.5815602836878,False
70,0.4,20,15,60,30,leaf,13,1760,49.9290780141844,0.4843573570251465,0.17157993,0,1,9.390070921985815,0.6377101171960669,-1598.5815602836878,False
50,0.3,25,20,50,30,leaf,16,1761,49.95744680851064,0.5064668655395508,0.14453463,0,1,6.780141843971631,0.6571371173851386,-1599.148936170213,False
60,0.5,25,20,50,30,leaf,13,1761,49.95744680851064,0.5200769901275635,0.23548116,0,0,8.170212765957446,0.6488305384699425,-1599.148936170213,False
50,0.5,25,20,30,20,leaf,25,1761,49.95744680851064,0.5627098083496094,0.32875827,0,0,4.425531914893617,0.5853160930258352,-1599.148936170213,False
70,0.5,30,10,60,50,leaf,10,1762,49.98581560283688,0.5134400129318237,0.19598706,0,1,9.53191489361702,0.7479153746824047,-1599.7163120567375,False
60,0.6,25,20,30,30,leaf,19,1762,49.98581560283688,0.4988286793231964,0.25453943,0,0,11.177304964539008,0.5468014170968536,-1599.7163120567375,False
70,0.5,20,10,50,20,leaf,17,1763,50.01418439716312,0.5314275622367859,0.3938321,0,0,8.539007092198583,0.6293473950043404,-1600.2836879432625,False
50,0.3,25,20,50,40,eom,10,1763,50.01418439716312,0.4311763048171997,0.24018142,0,0,14.468085106382977,0.6196650350721763,-1600.2836879432625,False
70,0.5,20,10,50,50,leaf,13,1764,50.04255319148936,0.5217130780220032,0.32243556,0,0,10.212765957446807,0.5711923364798969,-1600.851063829787,False
70,0.4,30,20,40,20,leaf,23,1764,50.04255319148936,0.5840722918510437,0.40590465,0,0,3.631205673758865,0.5536193414834443,-1600.851063829787,False
60,0.5,30,10,60,30,leaf,12,1764,50.04255319148936,0.4890604615211487,0.1925601,0,1,8.709219858156029,0.7001902644781044,-1600.851063829787,False
50,0.4,20,20,30,20,leaf,27,1765,50.070921985815595,0.5673750638961792,0.3586493,0,0,4.056737588652482,0.5795788960170134,-1601.418439716312,False
50,0.5,30,15,50,50,eom,11,1765,50.070921985815595,0.4995902180671692,0.25025406,0,0,11.574468085106384,0.6400876451108714,-1601.418439716312,False
70,0.4,20,15,50,30,leaf,14,1765,50.070921985815595,0.486905962228775,0.27900323,0,0,7.829787234042553,0.6824594432367055,-1601.418439716312,False
50,0.4,25,20,60,30,leaf,12,1765,50.070921985815595,0.47575676441192627,0.24198608,0,0,9.73049645390071,0.7009240831226684,-1601.418439716312,False
60,0.4,20,10,40,30,leaf,20,1766,50.09929078014185,0.5445468425750732,0.29097527,0,0,6.553191489361702,0.5686543670256469,-1601.985815602837,False
70,0.6,30,15,40,30,leaf,17,1766,50.09929078014185,0.5113711953163147,0.19438392,0,1,9.106382978723405,0.556102501496975,-1601.985815602837,False
70,0.3,20,20,50,20,leaf,17,1766,50.09929078014185,0.49246183037757874,0.16804086,0,1,6.0992907801418434,0.7040650396478686,-1601.985815602837,False
60,0.3,25,15,50,20,leaf,18,1767,50.12765957446808,0.5092085599899292,0.111202,0,1,7.0638297872340425,0.6514886284570605,-1602.5531914893618,False
60,0.6,25,20,40,20,leaf,17,1767,50.12765957446808,0.5058941841125488,0.1522589,0,1,9.191489361702128,0.5835337682243267,-1602.5531914893618,False
50,0.3,20,20,30,30,leaf,23,1767,50.12765957446808,0.5586093664169312,0.31975347,0,0,4.99290780141844,0.579573828849233,-1602.5531914893618,False
50,0.3,25,15,50,30,leaf,15,1768,50.156028368794324,0.5197200179100037,0.2126763,0,0,7.347517730496454,0.6079995411173837,-1603.1205673758864,False
70,0.5,20,15,60,40,leaf,11,1770,50.212765957446805,0.5392504334449768,0.29436243,0,0,7.829787234042553,0.6469743411099197,-1604.255319148936,False
70,0.5,20,15,50,40,leaf,13,1771,50.24113475177305,0.5257005095481873,0.29896498,0,0,7.914893617021276,0.6322387034613508,-1604.822695035461,False
60,0.5,25,15,50,40,leaf,14,1771,50.24113475177305,0.5321868062019348,0.25074413,0,0,7.659574468085106,0.6090748389736103,-1604.822695035461,False
50,0.5,20,20,50,40,eom,12,1771,50.24113475177305,0.5104759931564331,0.24327342,0,0,11.574468085106384,0.6234314990543279,-1604.822695035461,False
70,0.5,25,20,60,20,leaf,12,1771,50.24113475177305,0.48002004623413086,0.2257222,0,0,8.085106382978724,0.7068376770150087,-1604.822695035461,False
50,0.4,30,10,50,30,leaf,14,1771,50.24113475177305,0.5111215114593506,0.35392973,0,0,8.085106382978724,0.6266209553551401,-1604.822695035461,False
60,0.6,30,20,50,30,leaf,12,1771,50.24113475177305,0.46555644273757935,0.19557181,0,1,10.609929078014185,0.6336872541208096,-1604.822695035461,False
50,0.4,20,20,60,50,eom,2,872,24.73758865248227,0.36003348231315613,0.32711008,0,0,70.49645390070923,0.6637286494128164,-1604.9645390070923,False
50,0.6,30,10,30,30,leaf,25,1772,50.269503546099294,0.5607345700263977,0.2362622,0,0,6.666666666666667,0.5149120605769341,-1605.3900709219859,False
50,0.4,20,10,30,30,leaf,25,1772,50.269503546099294,0.5706666707992554,0.32116532,0,0,4.680851063829787,0.524474341240366,-1605.3900709219859,False
50,0.3,25,20,60,50,eom,2,873,24.76595744680851,0.35632142424583435,0.3230651,0,0,70.58156028368793,0.6555905773681346,-1605.8156028368794,False
60,0.6,20,15,40,30,leaf,17,1773,50.29787234042553,0.516907274723053,0.18195572,0,1,9.50354609929078,0.5511993191305785,-1605.9574468085107,False
50,0.6,30,20,40,20,leaf,18,1773,50.29787234042553,0.5393275618553162,0.20715183,0,0,7.773049645390071,0.5904925161644357,-1605.9574468085107,False
70,0.6,25,15,30,20,leaf,23,1773,50.29787234042553,0.5468699932098389,0.1604361,0,1,6.865248226950355,0.5567219787258579,-1605.9574468085107,False
50,0.7,20,20,50,50,leaf,15,1773,50.29787234042553,0.549666166305542,0.352302,0,0,7.574468085106383,0.5891878763460637,-1605.9574468085107,False
50,0.3,30,15,50,20,leaf,19,1774,50.32624113475177,0.5468077063560486,0.31529775,0,0,6.297872340425532,0.6453646866921726,-1606.5248226950353,False
50,0.5,20,15,50,40,eom,14,1774,50.32624113475177,0.5284258127212524,0.26324815,0,0,7.602836879432624,0.6309836906596035,-1606.5248226950353,False
70,0.6,30,20,30,20,leaf,24,1774,50.32624113475177,0.5564244389533997,0.3283596,0,0,9.219858156028367,0.5149382106559585,-1606.5248226950353,False
70,0.7,30,20,30,20,leaf,28,1774,50.32624113475177,0.6221468448638916,0.38247067,0,0,3.404255319148936,0.5167122262108308,-1606.5248226950353,False
60,0.5,30,20,60,30,leaf,13,1774,50.32624113475177,0.5114486813545227,0.22092894,0,0,8.198581560283689,0.6818294215160462,-1606.5248226950353,False
50,0.3,20,10,60,30,leaf,16,1774,50.32624113475177,0.4744625687599182,0.029908769,0,1,9.617021276595745,0.6672486284790616,-1606.5248226950353,False
70,0.3,25,15,40,30,leaf,20,1774,50.32624113475177,0.5508241057395935,0.1938205,0,1,6.978723404255319,0.556294294783827,-1606.5248226950353,False
60,0.4,25,20,60,40,eom,9,1775,50.35460992907801,0.43990781903266907,0.167398,0,1,14.553191489361703,0.6501389706778747,-1607.0921985815603,False
50,0.7,20,15,60,50,leaf,13,1776,50.38297872340426,0.5290969014167786,0.27424777,0,0,8.170212765957446,0.6461633160997446,-1607.659574468085,False
60,0.5,20,15,50,50,eom,11,1776,50.38297872340426,0.4995720088481903,0.23460674,0,0,9.333333333333334,0.6160626103554027,-1607.659574468085,False
70,0.4,25,20,50,40,eom,12,1777,50.4113475177305,0.4656572639942169,0.13262703,0,1,14.042553191489363,0.698611254582001,-1608.22695035461,False
60,0.3,20,20,30,20,leaf,28,1777,50.4113475177305,0.5829230546951294,0.2888654,0,0,4.0,0.5579599504711611,-1608.22695035461,False
50,0.3,20,20,40,30,leaf,20,1777,50.4113475177305,0.5337170958518982,0.18671495,0,1,7.5177304964539005,0.5862360798647681,-1608.22695035461,False
70,0.5,30,15,40,30,leaf,20,1777,50.4113475177305,0.5693807601928711,0.3931593,0,0,7.375886524822695,0.5365183325004587,-1608.22695035461,False
60,0.6,20,10,50,40,leaf,13,1778,50.43971631205674,0.43991127610206604,0.0073069884,0,1,11.148936170212766,0.6450239227483963,-1608.7943262411347,False
50,0.7,30,15,60,50,leaf,14,1779,50.46808510638298,0.5659775137901306,0.34687307,0,0,6.950354609929079,0.6140533758790149,-1609.3617021276596,False
60,0.6,25,20,50,30,leaf,13,1779,50.46808510638298,0.48284661769866943,0.21831134,0,0,10.354609929078014,0.6316931799585384,-1609.3617021276596,False
50,0.6,25,20,30,30,leaf,17,1779,50.46808510638298,0.49086660146713257,0.13150877,0,1,10.439716312056738,0.5719651422968983,-1609.3617021276596,False
50,0.6,30,10,60,20,eom,12,1251,35.48936170212766,0.41062816977500916,-0.013789412,1,0,13.361702127659575,0.7429352086465002,-1609.7872340425533,False
70,0.4,20,15,40,20,leaf,24,1780,50.49645390070921,0.5833476781845093,0.3463679,0,0,4.113475177304964,0.5754663145820311,-1609.9290780141841,False
60,0.5,30,20,30,30,leaf,21,1780,50.49645390070921,0.5430510640144348,0.29462647,0,0,8.226950354609928,0.5623092618480268,-1609.9290780141841,False
60,0.5,20,15,50,40,leaf,14,1780,50.49645390070921,0.5337095260620117,0.25845823,0,0,6.723404255319148,0.6296689810893216,-1609.9290780141841,False
70,0.5,30,20,30,30,leaf,20,1781,50.52482269503547,0.5648268461227417,0.2865378,0,0,7.035460992907801,0.508762816842319,-1610.4964539007094,False
60,0.6,20,10,30,30,leaf,24,1781,50.52482269503547,0.5689060091972351,0.23720868,0,0,7.035460992907801,0.5191085373336993,-1610.4964539007094,False
70,0.7,30,10,60,50,leaf,14,1782,50.5531914893617,0.5856692790985107,0.3405517,0,0,5.98581560283688,0.618011537398669,-1611.063829787234,False
70,0.5,25,15,30,30,leaf,21,1783,50.58156028368794,0.5898469090461731,0.39822245,0,0,6.893617021276596,0.4896586191594534,-1611.6312056737588,False
70,0.4,25,15,60,30,leaf,12,1784,50.60992907801418,0.4880492389202118,0.16637035,0,1,9.24822695035461,0.6483855581323784,-1612.1985815602836,False
50,0.4,20,15,60,50,eom,2,873,24.76595744680851,0.3443250358104706,0.31454828,0,0,71.26241134751773,0.6493988697463168,-1612.6241134751772,False
60,0.7,30,20,60,40,leaf,13,1785,50.638297872340424,0.556943416595459,0.4066107,0,0,7.290780141843972,0.5926688996440921,-1612.7659574468084,False
60,0.3,30,20,60,30,leaf,12,1785,50.638297872340424,0.46570247411727905,0.15729266,0,1,8.0,0.755411147170185,-1612.7659574468084,False
60,0.5,20,20,50,30,leaf,14,1786,50.66666666666667,0.5177247524261475,0.2671785,0,0,7.74468085106383,0.6657663292647191,-1613.3333333333335,False
60,0.7,30,15,50,50,leaf,15,1786,50.66666666666667,0.557920515537262,0.33172894,0,0,6.609929078014185,0.6491525421655514,-1613.3333333333335,False
50,0.4,25,20,40,40,leaf,17,1786,50.66666666666667,0.5436489582061768,0.3030798,0,0,6.581560283687943,0.5694231671704294,-1613.3333333333335,False
50,0.4,30,10,60,50,leaf,11,1787,50.69503546099291,0.4707011878490448,0.21525283,0,0,12.76595744680851,0.6118074086909501,-1613.9007092198583,False
70,0.3,25,20,60,30,eom,12,1787,50.69503546099291,0.47595497965812683,0.27618033,0,0,9.049645390070921,0.6627945908036219,-1613.9007092198583,False
60,0.5,30,10,50,40,leaf,14,1788,50.723404255319146,0.5426691770553589,0.2482927,0,0,7.773049645390071,0.6189531058294964,-1614.468085106383,False
50,0.6,25,15,30,20,leaf,25,1788,50.723404255319146,0.5193861722946167,0.1305817,0,1,7.035460992907801,0.5839742499702102,-1614.468085106383,False
60,0.7,25,15,50,50,leaf,14,1789,50.75177304964539,0.5335054993629456,0.23880228,0,0,8.879432624113475,0.6570137511103278,-1615.0354609929077,False
60,0.5,30,15,30,20,leaf,26,1789,50.75177304964539,0.56434565782547,0.31388488,0,0,3.943262411347518,0.5871048663986621,-1615.0354609929077,False
70,0.6,20,15,40,30,leaf,17,1789,50.75177304964539,0.5030286908149719,0.13729163,0,1,9.560283687943262,0.577740016832952,-1615.0354609929077,False
60,0.4,20,15,30,30,leaf,22,1790,50.78014184397163,0.5485589504241943,0.19525406,0,1,9.24822695035461,0.503536158029509,-1615.6028368794325,False
50,0.7,20,20,60,40,eom,12,1790,50.78014184397163,0.540029764175415,0.32666546,0,0,7.460992907801418,0.6407973342831915,-1615.6028368794325,False
70,0.6,20,15,50,40,leaf,11,1790,50.78014184397163,0.46973487734794617,0.21869078,0,0,10.070921985815604,0.5944824135226455,-1615.6028368794325,False
60,0.3,30,15,60,30,leaf,12,1790,50.78014184397163,0.47240039706230164,0.09772843,0,1,11.148936170212766,0.6702361096029855,-1615.6028368794325,False
60,0.7,20,15,50,50,leaf,16,1790,50.78014184397163,0.5905335545539856,0.4114974,0,0,6.127659574468085,0.5770066479316727,-1615.6028368794325,False
70,0.5,25,20,30,30,leaf,20,1791,50.808510638297875,0.5533969402313232,0.22345363,0,0,8.170212765957446,0.5196184930402834,-1616.1702127659576,False
50,0.4,25,20,40,30,leaf,19,1791,50.808510638297875,0.5267955660820007,0.1406996,0,1,8.02836879432624,0.5886517218713412,-1616.1702127659576,False
50,0.5,30,20,30,20,leaf,24,1791,50.808510638297875,0.5616801381111145,0.32311764,0,0,4.680851063829787,0.5754799332336217,-1616.1702127659576,False
70,0.4,20,15,60,50,eom,2,849,24.085106382978726,0.3227434456348419,0.29097283,0,0,71.65957446808511,0.6895814125982547,-1616.595744680851,False
70,0.5,25,15,60,30,leaf,13,1792,50.836879432624116,0.5248323082923889,0.24158673,0,0,8.113475177304965,0.6691796288695273,-1616.7375886524824,False
70,0.6,20,10,60,50,leaf,7,1792,50.836879432624116,0.5142245888710022,0.33121023,0,0,11.829787234042554,0.7419596276640616,-1616.7375886524824,False
70,0.5,30,15,60,50,eom,8,1792,50.836879432624116,0.4528818428516388,0.17475754,0,1,12.652482269503546,0.803304671673378,-1616.7375886524824,False
70,0.5,25,10,50,40,leaf,15,1792,50.836879432624116,0.5421305894851685,0.26345992,0,0,7.631205673758864,0.6200275753685698,-1616.7375886524824,False
70,0.6,25,15,60,40,leaf,10,1793,50.86524822695036,0.5105994939804077,0.2776975,0,0,9.53191489361702,0.5917474828646503,-1617.3049645390072,False
60,0.5,30,10,60,50,leaf,10,1793,50.86524822695036,0.5265405178070068,0.30429858,0,0,8.652482269503546,0.6574157352794486,-1617.3049645390072,False
70,0.5,20,15,30,30,leaf,23,1794,50.8936170212766,0.5930517911911011,0.35290828,0,0,8.170212765957446,0.4625492594855971,-1617.872340425532,False
60,0.7,25,20,60,50,leaf,12,1794,50.8936170212766,0.49750831723213196,0.19392274,0,1,8.822695035460992,0.6875274789307791,-1617.872340425532,False
70,0.4,25,20,50,50,eom,2,830,23.54609929078014,0.3496534526348114,0.3171739,0,0,71.82978723404256,0.6629422816121103,-1618.2978723404256,False
50,0.7,25,15,60,50,leaf,14,1795,50.92198581560283,0.5754573345184326,0.44602218,0,0,6.836879432624113,0.5636366422536595,-1618.4397163120566,False
60,0.5,25,20,40,30,leaf,19,1795,50.92198581560283,0.5598897933959961,0.21718241,0,0,8.170212765957446,0.5158616832430407,-1618.4397163120566,False
60,0.4,20,20,60,40,eom,2,720,20.425531914893615,0.3281606435775757,0.29157758,0,0,71.88652482269504,0.877452198188141,-1618.8652482269504,False
50,0.5,20,20,40,30,leaf,17,1796,50.950354609929086,0.5157699584960938,0.24445315,0,0,8.198581560283689,0.5839478742172806,-1619.0070921985816,False
70,0.7,30,10,50,40,leaf,17,1796,50.950354609929086,0.5782226920127869,0.16425824,0,1,5.900709219858156,0.6439762194160144,-1619.0070921985816,False
70,0.4,20,10,50,30,leaf,16,1796,50.950354609929086,0.5551710724830627,0.20731165,0,0,7.801418439716312,0.5869785039176354,-1619.0070921985816,False
70,0.4,25,15,50,30,leaf,14,1797,50.97872340425532,0.5093384981155396,0.20239347,0,0,7.9432624113475185,0.6554718978912673,-1619.5744680851064,False
50,0.5,30,10,60,50,leaf,11,1797,50.97872340425532,0.5376414656639099,0.21708107,0,0,9.588652482269504,0.7025809825129544,-1619.5744680851064,False
60,0.3,25,15,50,30,leaf,16,1797,50.97872340425532,0.5143488645553589,0.19492161,0,1,8.085106382978724,0.6086179420201142,-1619.5744680851064,False
50,0.6,20,15,50,20,leaf,12,1798,51.00709219858156,0.5066837668418884,0.31397906,0,0,10.78014184397163,0.6810321015125221,-1620.1418439716313,False
50,0.4,20,15,30,30,leaf,24,1798,51.00709219858156,0.5750232338905334,0.33069736,0,0,3.9716312056737593,0.5344940720626267,-1620.1418439716313,False
