pca_components,alpha,umap_n_components,umap_n_neighbors,min_cluster_size,min_samples,cluster_selection_method,n_clusters,n_outliers,outlier_pct,silhouette_global,min_cluster_silhouette,n_bad_clusters,n_weak_clusters,largest_cluster_pct,davies_bouldin,score,meets_all
70,0.5,20,15,50,20,eom,13,1294,36.709219858156025,0.45030757784843445,0.21870783,0,0,12.02836879432624,0.6568736125969513,-1334.1843971631206,False
70,0.6,30,10,50,20,eom,12,1294,36.709219858156025,0.41883397102355957,0.06249113,0,1,11.687943262411347,0.7148205373774842,-1334.1843971631206,False
60,0.5,20,10,50,30,eom,13,1294,36.709219858156025,0.45819810032844543,0.2978097,0,0,12.170212765957448,0.6634139138076882,-1334.1843971631206,False
70,0.6,30,20,50,20,eom,12,1294,36.709219858156025,0.4141470789909363,0.13456343,0,1,12.170212765957448,0.7251996894501613,-1334.1843971631206,False
60,0.7,20,10,60,50,eom,10,1295,36.737588652482266,0.4590415358543396,0.3112431,0,0,21.929078014184398,0.6884127176410498,-1334.7517730496452,False
60,0.7,20,15,50,40,eom,11,1296,36.765957446808514,0.4409564733505249,0.28873366,0,0,20.73758865248227,0.6969878083196293,-1335.3191489361702,False
70,0.4,30,20,50,20,eom,14,1296,36.765957446808514,0.34435316920280457,0.08164588,0,2,15.177304964539006,0.8046549042735054,-1335.3191489361702,False
50,0.6,20,20,60,20,eom,12,1297,36.79432624113475,0.39480483531951904,0.13593452,0,2,12.085106382978724,0.7476107464684976,-1335.8865248226948,False
60,0.6,30,20,60,20,eom,10,1297,36.79432624113475,0.4349716007709503,0.110187896,0,1,11.546099290780141,0.7334309574418363,-1335.8865248226948,False
50,0.5,30,15,50,40,eom,8,1298,36.822695035460995,0.3525453805923462,0.11427243,0,1,23.97163120567376,0.7347169630553477,-1336.4539007092199,False
60,0.6,20,15,60,20,leaf,13,1299,36.851063829787236,0.42418593168258667,0.12523484,0,1,9.75886524822695,0.7162760877403087,-1337.0212765957447,False
50,0.3,25,20,60,30,eom,7,1299,36.851063829787236,0.33840078115463257,0.109876916,0,1,24.0,0.7631669048557728,-1337.0212765957447,False
70,0.7,30,15,60,20,leaf,17,1299,36.851063829787236,0.5275596976280212,0.3202645,0,0,7.574468085106383,0.6720283552965312,-1337.0212765957447,False
60,0.7,20,15,50,50,eom,10,1299,36.851063829787236,0.38878414034843445,0.20107335,0,0,20.02836879432624,0.811125274575223,-1337.0212765957447,False
60,0.7,25,10,60,20,leaf,17,1300,36.87943262411347,0.5045210123062134,0.26302975,0,0,7.48936170212766,0.6902835377205686,-1337.5886524822695,False
50,0.3,20,10,30,20,leaf,29,1301,36.90780141843972,0.5514748096466064,0.1927483,0,1,4.76595744680851,0.6071274966050637,-1338.1560283687943,False
70,0.7,20,15,50,40,eom,13,1302,36.93617021276596,0.4584077000617981,0.25665477,0,0,21.02127659574468,0.6757063926050167,-1338.723404255319,False
50,0.7,25,20,50,40,eom,12,1302,36.93617021276596,0.39625126123428345,0.17679597,0,2,20.397163120567377,0.8735780630505556,-1338.723404255319,False
70,0.6,25,15,50,30,eom,11,1304,36.99290780141844,0.4279233515262604,0.111525886,0,1,11.48936170212766,0.7198558340089829,-1339.8581560283687,False
50,0.3,20,15,50,40,eom,7,1304,36.99290780141844,0.3363233804702759,0.1226169,0,1,24.73758865248227,0.743548092167211,-1339.8581560283687,False
50,0.3,20,20,60,20,eom,11,1304,36.99290780141844,0.3558539152145386,0.05441812,0,2,14.01418439716312,0.8070658538475152,-1339.8581560283687,False
60,0.6,20,10,50,20,leaf,16,1305,37.02127659574468,0.40905436873435974,0.07752123,0,2,10.78014184397163,0.7957203610633894,-1340.4255319148936,False
60,0.3,30,15,60,30,eom,10,1306,37.04964539007092,0.4332786798477173,0.2809098,0,0,15.631205673758867,0.6879906062245852,-1340.9929078014184,False
60,0.7,25,15,50,50,eom,11,1306,37.04964539007092,0.37334713339805603,0.13177843,0,1,27.74468085106383,0.7453439367773942,-1340.9929078014184,False
50,0.6,20,15,50,20,eom,12,1307,37.07801418439716,0.38656967878341675,0.10798639,0,2,11.404255319148936,0.7560006997992533,-1341.5602836879432,False
70,0.7,25,15,40,20,leaf,26,1307,37.07801418439716,0.5438183546066284,0.27975687,0,0,7.319148936170213,0.5755978389373235,-1341.5602836879432,False
50,0.7,25,15,60,20,leaf,16,1307,37.07801418439716,0.5068459510803223,0.30201364,0,0,7.971631205673758,0.7085266646015556,-1341.5602836879432,False
60,0.7,25,10,50,20,leaf,19,1308,37.10638297872341,0.5119358897209167,0.21021682,0,0,8.141843971631205,0.6321822644029788,-1342.1276595744682,False
70,0.6,25,10,60,20,eom,12,1309,37.13475177304964,0.4163135886192322,0.039440572,0,1,11.687943262411347,0.7321294165548694,-1342.6950354609928,False
70,0.4,20,10,60,20,eom,14,1310,37.163120567375884,0.46265485882759094,0.2563346,0,0,11.00709219858156,0.6778264274165888,-1343.2624113475176,False
60,0.3,25,15,50,30,eom,11,1310,37.163120567375884,0.44369015097618103,0.21538146,0,0,15.687943262411347,0.6858526694849915,-1343.2624113475176,False
50,0.3,20,15,60,30,eom,11,1310,37.163120567375884,0.4198162853717804,0.13674909,0,1,15.177304964539006,0.700717396981042,-1343.2624113475176,False
50,0.7,25,10,30,30,leaf,22,1311,37.19148936170213,0.5533322095870972,0.2799114,0,0,6.326241134751773,0.5873158992608017,-1343.8297872340427,False
60,0.4,25,10,60,20,eom,10,1311,37.19148936170213,0.4539130628108978,0.34703618,0,0,15.319148936170212,0.6979364388974223,-1343.8297872340427,False
50,0.5,25,10,60,30,eom,12,1312,37.219858156028366,0.46208468079566956,0.25688815,0,0,12.51063829787234,0.7179610683902911,-1344.3971631205673,False
60,0.7,25,20,50,40,eom,11,1312,37.219858156028366,0.33639466762542725,0.07623255,0,1,26.43971631205674,0.7771054961752136,-1344.3971631205673,False
60,0.4,30,10,60,20,leaf,14,1313,37.24822695035461,0.44209423661231995,0.117326826,0,1,9.106382978723405,0.7882577546993428,-1344.9645390070923,False
70,0.4,30,10,50,30,eom,12,1313,37.24822695035461,0.35520485043525696,0.124519415,0,2,16.0,0.7674974618769431,-1344.9645390070923,False
70,0.5,25,10,50,20,leaf,17,1314,37.276595744680854,0.4952312111854553,0.22413725,0,0,10.099290780141844,0.6675549967868837,-1345.531914893617,False
50,0.7,25,10,40,30,leaf,23,1315,37.30496453900709,0.5473311543464661,0.31971243,0,0,6.581560283687943,0.6173886053525883,-1346.0992907801417,False
50,0.6,30,15,50,20,eom,13,1316,37.333333333333336,0.45400941371917725,0.18696438,0,1,9.815602836879432,0.6839216076276633,-1346.6666666666667,False
70,0.7,25,15,50,40,eom,13,1316,37.333333333333336,0.4353793263435364,0.20725055,0,0,20.907801418439718,0.6968475520453727,-1346.6666666666667,False
50,0.3,25,15,60,30,eom,12,1317,37.361702127659576,0.43654051423072815,0.22693396,0,0,15.943262411347517,0.709033492836389,-1347.2340425531916,False
60,0.6,30,10,50,20,eom,14,1317,37.361702127659576,0.4390106201171875,0.120825656,0,2,9.73049645390071,0.6953830471803712,-1347.2340425531916,False
60,0.7,25,15,50,20,leaf,18,1318,37.39007092198581,0.5171861052513123,0.16929601,0,1,6.6382978723404245,0.7148845389138544,-1347.8014184397161,False
70,0.5,30,20,50,20,eom,15,1318,37.39007092198581,0.351909339427948,0.0068248664,0,2,17.98581560283688,0.7347678834156226,-1347.8014184397161,False
50,0.7,20,10,50,20,leaf,19,1319,37.41843971631206,0.5237415432929993,0.31505537,0,0,9.02127659574468,0.6298006351854415,-1348.3687943262412,False
70,0.5,20,15,60,40,eom,8,1319,37.41843971631206,0.35622352361679077,0.13141571,0,1,24.113475177304963,0.7421560367894362,-1348.3687943262412,False
50,0.4,20,20,50,20,eom,15,1319,37.41843971631206,0.3506307005882263,0.05455337,0,1,16.73758865248227,0.7996998846813844,-1348.3687943262412,False
50,0.7,30,15,50,40,eom,13,1320,37.4468085106383,0.42841190099716187,0.23582822,0,0,20.794326241134755,0.7029430042996504,-1348.936170212766,False
60,0.3,25,20,60,20,eom,12,1320,37.4468085106383,0.37029656767845154,0.10487014,0,2,13.872340425531915,0.7601150526015333,-1348.936170212766,False
50,0.7,20,15,50,40,eom,13,1321,37.47517730496454,0.4315151870250702,0.24810149,0,0,20.28368794326241,0.7086151041091852,-1349.5035460992908,False
50,0.7,30,15,60,40,eom,12,1322,37.50354609929078,0.46642768383026123,0.16386881,0,1,12.680851063829786,0.7647286582912183,-1350.0709219858156,False
50,0.6,30,15,60,20,leaf,11,1323,37.53191489361702,0.41733384132385254,0.14284775,0,1,11.546099290780141,0.7496110925964704,-1350.6382978723404,False
50,0.3,30,10,60,20,leaf,17,1323,37.53191489361702,0.45923560857772827,0.052379556,0,1,9.673758865248228,0.7789058383757479,-1350.6382978723404,False
50,0.3,20,10,50,20,eom,18,1324,37.56028368794326,0.4488775432109833,0.13680634,0,2,9.02127659574468,0.6893465993493356,-1351.2056737588653,False
70,0.7,20,15,50,20,leaf,20,1325,37.5886524822695,0.5178426504135132,0.30085352,0,0,6.184397163120567,0.6770580000748497,-1351.77304964539,False
50,0.4,20,10,50,40,eom,10,1325,37.5886524822695,0.3480977416038513,0.11454899,0,1,16.70921985815603,0.7749356671323834,-1351.77304964539,False
50,0.4,30,10,50,40,eom,10,1326,37.61702127659575,0.42927679419517517,0.1977071,0,1,15.97163120567376,0.7133579794527041,-1352.3404255319151,False
70,0.4,30,15,50,40,eom,8,1326,37.61702127659575,0.24444818496704102,0.06426451,0,2,26.695035460992905,0.8646776238350475,-1352.3404255319151,False
50,0.7,25,15,50,30,eom,17,1326,37.61702127659575,0.5230703353881836,0.30551073,0,0,6.609929078014185,0.6595947975012133,-1352.3404255319151,False
60,0.4,30,10,50,20,leaf,20,1327,37.645390070921984,0.46035459637641907,0.09296462,0,2,9.673758865248228,0.7030387346369263,-1352.9078014184397,False
60,0.5,20,15,60,20,leaf,13,1327,37.645390070921984,0.42949122190475464,0.24524495,0,0,9.50354609929078,0.699593700548529,-1352.9078014184397,False
70,0.6,30,15,60,20,eom,11,1327,37.645390070921984,0.427329957485199,0.19631085,0,1,11.460992907801417,0.7161180102996627,-1352.9078014184397,False
60,0.5,25,15,60,20,leaf,16,1328,37.673758865248224,0.43553242087364197,0.17697805,0,1,9.418439716312056,0.7290155280825702,-1353.4751773049645,False
60,0.7,25,10,60,40,eom,11,1328,37.673758865248224,0.44105610251426697,0.2564603,0,0,21.390070921985817,0.7139803224305132,-1353.4751773049645,False
70,0.4,25,10,60,20,leaf,15,1329,37.70212765957447,0.44224560260772705,0.16961895,0,1,8.198581560283689,0.7997401324675517,-1354.0425531914893,False
50,0.3,25,10,60,20,leaf,18,1330,37.730496453900706,0.45629432797431946,0.16865636,0,2,7.546099290780142,0.8522259702526495,-1354.6099290780141,False
50,0.5,30,20,50,30,eom,11,1330,37.730496453900706,0.4003770649433136,0.24302845,0,0,18.46808510638298,0.7176585745134644,-1354.6099290780141,False
70,0.3,20,15,50,30,eom,12,1332,37.787234042553195,0.4288480281829834,0.20637001,0,0,15.120567375886527,0.6524818145474166,-1355.744680851064,False
50,0.3,30,15,50,30,eom,12,1332,37.787234042553195,0.3923930525779724,0.090543024,0,1,17.70212765957447,0.7025933569716033,-1355.744680851064,False
70,0.7,30,20,60,40,eom,10,1333,37.81560283687943,0.4033553898334503,0.19991949,0,1,20.22695035460993,0.7987039242471169,-1356.3120567375886,False
50,0.6,20,10,60,20,eom,11,1333,37.81560283687943,0.4235159456729889,0.04524548,0,1,12.0,0.7655652996711463,-1356.3120567375886,False
70,0.7,25,15,60,30,eom,15,1333,37.81560283687943,0.5037665367126465,0.22706065,0,0,7.234042553191489,0.7515422966264513,-1356.3120567375886,False
70,0.5,25,10,40,20,leaf,23,1334,37.843971631205676,0.4759395122528076,0.19259089,0,1,11.092198581560284,0.6490791371108251,-1356.8794326241136,False
70,0.7,20,10,60,50,eom,9,1334,37.843971631205676,0.44715359807014465,0.21297427,0,0,22.609929078014186,0.7629661262623808,-1356.8794326241136,False
70,0.7,25,15,60,30,leaf,16,1335,37.87234042553192,0.5093084573745728,0.30501074,0,0,7.971631205673758,0.6939023760044272,-1357.4468085106382,False
70,0.5,20,15,50,40,eom,9,1335,37.87234042553192,0.39054355025291443,0.09057618,0,1,17.24822695035461,0.8184401396535946,-1357.4468085106382,False
60,0.7,25,15,50,40,eom,13,1336,37.90070921985816,0.4429090917110443,0.24497351,0,0,20.595744680851062,0.7271534283916132,-1358.0141843971633,False
60,0.5,20,10,60,30,eom,11,1336,37.90070921985816,0.39992275834083557,0.0643057,0,1,13.390070921985817,0.7969006805028349,-1358.0141843971633,False
60,0.6,30,15,60,20,eom,11,1336,37.90070921985816,0.44403865933418274,0.1861701,0,1,11.858156028368793,0.6884126615199284,-1358.0141843971633,False
60,0.6,25,10,60,20,eom,13,1337,37.9290780141844,0.44164612889289856,0.1494846,0,1,10.24113475177305,0.7007770299792315,-1358.5815602836878,False
60,0.7,30,15,60,30,leaf,15,1337,37.9290780141844,0.5073418617248535,0.32346857,0,0,8.312056737588652,0.6933373901716371,-1358.5815602836878,False
50,0.7,30,20,60,30,leaf,14,1337,37.9290780141844,0.47126951813697815,0.20520437,0,0,8.198581560283689,0.8016315642701768,-1358.5815602836878,False
70,0.7,25,15,60,50,eom,9,1338,37.95744680851064,0.4066256284713745,0.20332374,0,0,20.907801418439718,0.7881187101098504,-1359.148936170213,False
60,0.7,30,10,50,20,leaf,17,1338,37.95744680851064,0.5336365103721619,0.30319747,0,0,7.1489361702127665,0.6394296451493005,-1359.148936170213,False
60,0.7,30,20,60,30,leaf,14,1338,37.95744680851064,0.4802880585193634,0.20713699,0,0,10.638297872340425,0.7123026408900798,-1359.148936170213,False
70,0.5,30,15,60,30,eom,11,1338,37.95744680851064,0.41965043544769287,0.28260633,0,0,20.25531914893617,0.6371294754785629,-1359.148936170213,False
70,0.3,25,20,60,20,leaf,11,1339,37.98581560283688,0.3927372097969055,0.080366746,0,1,16.170212765957448,0.7850453821801925,-1359.7163120567375,False
60,0.4,20,10,30,20,leaf,29,1339,37.98581560283688,0.5172056555747986,0.1898992,0,1,5.333333333333334,0.6259758956833458,-1359.7163120567375,False
50,0.3,30,10,50,20,leaf,21,1340,38.01418439716312,0.494110107421875,0.087993495,0,2,7.035460992907801,0.7381794319732927,-1360.2836879432625,False
60,0.4,30,15,60,30,eom,11,1340,38.01418439716312,0.43528348207473755,0.21478862,0,0,16.22695035460993,0.6955245283256268,-1360.2836879432625,False
60,0.7,30,15,30,30,leaf,23,1340,38.01418439716312,0.5487016439437866,0.26114985,0,0,7.74468085106383,0.5895279705097077,-1360.2836879432625,False
50,0.7,30,20,60,40,eom,12,1341,38.04255319148936,0.40497124195098877,0.18571556,0,1,20.680851063829785,0.811336431576038,-1360.851063829787,False
70,0.4,25,10,50,20,leaf,17,1341,38.04255319148936,0.45489707589149475,0.037185796,0,1,8.25531914893617,0.7412599789834282,-1360.851063829787,False
70,0.7,25,15,50,20,leaf,18,1342,38.0709219858156,0.4519118368625641,0.04691207,0,1,12.368794326241135,0.7417842786193235,-1361.4184397163122,False
50,0.7,20,15,50,30,eom,18,1343,38.09929078014184,0.5316867828369141,0.36529002,0,0,7.319148936170213,0.6631587264600655,-1361.9858156028367,False
60,0.6,25,10,60,30,leaf,11,1343,38.09929078014184,0.41896936297416687,0.05689655,0,2,13.843971631205672,0.6968278502811815,-1361.9858156028367,False
50,0.7,25,20,50,20,leaf,18,1344,38.12765957446808,0.5183407068252563,0.17630643,0,1,7.1489361702127665,0.7046977945860194,-1362.5531914893618,False
70,0.4,25,20,50,20,eom,15,1344,38.12765957446808,0.34810972213745117,0.06262687,0,2,15.773049645390072,0.7733289756883699,-1362.5531914893618,False
50,0.7,30,15,40,20,leaf,25,1344,38.12765957446808,0.5513865947723389,0.36881006,0,0,6.581560283687943,0.5541141738517941,-1362.5531914893618,False
60,0.7,30,15,40,30,leaf,23,1345,38.156028368794324,0.5475576519966125,0.29308033,0,0,7.716312056737588,0.5928666911608128,-1363.1205673758864,False
70,0.3,25,20,60,20,eom,11,1345,38.156028368794324,0.27977967262268066,0.0131067475,0,3,15.858156028368795,0.9141424802452476,-1363.1205673758864,False
70,0.5,30,10,60,20,leaf,14,1345,38.156028368794324,0.4914289712905884,0.31686077,0,0,8.964539007092199,0.6524669710078964,-1363.1205673758864,False
70,0.5,30,10,50,20,leaf,19,1346,38.184397163120565,0.4854789674282074,0.24905387,0,0,10.297872340425531,0.6671440470755797,-1363.6879432624114,False
60,0.6,20,15,60,20,eom,11,1346,38.184397163120565,0.42974552512168884,0.20064087,0,0,10.865248226950355,0.7324049787271476,-1363.6879432624114,False
70,0.7,25,15,60,40,eom,13,1347,38.21276595744681,0.4490908086299896,0.24249879,0,0,19.404255319148938,0.7130549505380931,-1364.2553191489362,False
50,0.5,25,15,60,20,leaf,15,1347,38.21276595744681,0.4496989846229553,0.17816994,0,1,10.326241134751774,0.6582939364226725,-1364.2553191489362,False
60,0.5,20,10,60,20,leaf,13,1347,38.21276595744681,0.4624999761581421,0.28571373,0,0,9.390070921985815,0.700821057398373,-1364.2553191489362,False
50,0.7,20,20,50,20,leaf,18,1348,38.241134751773046,0.5012332797050476,0.25508544,0,0,8.73758865248227,0.6864248746135273,-1364.822695035461,False
60,0.5,30,10,50,20,leaf,17,1350,38.297872340425535,0.48220252990722656,0.2896349,0,0,10.865248226950355,0.6476176987748519,-1365.9574468085107,False
70,0.7,30,10,60,30,leaf,16,1351,38.32624113475177,0.5474244356155396,0.288562,0,0,6.49645390070922,0.6765690686526573,-1366.5248226950353,False
60,0.4,20,10,60,20,leaf,13,1351,38.32624113475177,0.4542190134525299,0.21057883,0,0,9.645390070921986,0.7156334239240066,-1366.5248226950353,False
60,0.3,25,15,60,40,eom,7,1351,38.32624113475177,0.37790173292160034,0.07304557,0,2,16.907801418439718,0.8114758716680559,-1366.5248226950353,False
70,0.4,25,10,50,40,eom,9,1352,38.354609929078016,0.3465671241283417,0.050738804,0,2,16.879432624113473,0.8486126105833716,-1367.0921985815603,False
60,0.7,30,15,60,20,leaf,16,1352,38.354609929078016,0.5131925940513611,0.32862684,0,0,8.964539007092199,0.6715983744604077,-1367.0921985815603,False
70,0.6,20,15,60,20,leaf,12,1352,38.354609929078016,0.43526458740234375,0.16491655,0,1,10.439716312056738,0.6946013573689113,-1367.0921985815603,False
50,0.5,20,10,60,40,eom,7,1352,38.354609929078016,0.36812376976013184,0.15237452,0,1,24.595744680851066,0.7211454446089334,-1367.0921985815603,False
70,0.5,25,10,60,20,leaf,15,1354,38.4113475177305,0.4804942309856415,0.27907604,0,0,8.51063829787234,0.6914731896770666,-1368.22695035461,False
70,0.7,30,15,60,40,eom,13,1355,38.43971631205674,0.4948391318321228,0.22694428,0,0,13.21985815602837,0.6751601173213515,-1368.7943262411347,False
60,0.3,20,10,50,20,leaf,18,1355,38.43971631205674,0.47209417819976807,0.15576832,0,1,9.276595744680852,0.6653574342798467,-1368.7943262411347,False
50,0.7,30,20,60,20,eom,15,1356,38.46808510638298,0.5043034553527832,0.3586849,0,0,9.02127659574468,0.6820456943703981,-1369.3617021276596,False
50,0.5,30,10,40,20,leaf,21,1356,38.46808510638298,0.5054163336753845,0.21327654,0,0,7.602836879432624,0.6373639566703128,-1369.3617021276596,False
50,0.5,30,15,60,50,eom,7,1356,38.46808510638298,0.4092719256877899,0.24530353,0,0,19.574468085106382,0.7260828802669385,-1369.3617021276596,False
70,0.7,20,20,60,40,eom,11,1357,38.49645390070922,0.4022506773471832,0.20464525,0,0,20.851063829787233,0.8957627369831793,-1369.9290780141844,False
50,0.4,25,15,60,20,leaf,15,1358,38.52482269503546,0.42452314496040344,0.13773881,0,1,11.74468085106383,0.6563524755003753,-1370.4964539007092,False
70,0.4,20,20,50,30,eom,11,1358,38.52482269503546,0.3019676208496094,0.060155075,0,2,22.24113475177305,0.7825023894930492,-1370.4964539007092,False
70,0.6,30,20,60,20,eom,12,1360,38.58156028368794,0.42756831645965576,0.17053738,0,1,10.921985815602838,0.7123637273160672,-1371.6312056737588,False
60,0.7,20,15,60,30,eom,16,1361,38.60992907801418,0.5232508778572083,0.33095804,0,0,7.546099290780142,0.7076439958995898,-1372.1985815602836,False
70,0.4,20,10,60,30,eom,9,1361,38.60992907801418,0.4733060300350189,0.34289637,0,0,16.907801418439718,0.6900336713922732,-1372.1985815602836,False
50,0.4,25,15,50,30,eom,13,1362,38.638297872340424,0.3725009262561798,0.08583975,0,1,15.914893617021278,0.742102048815043,-1372.7659574468084,False
70,0.3,30,10,60,40,eom,9,1362,38.638297872340424,0.36829304695129395,0.18073732,0,1,18.893617021276597,0.7464028634266457,-1372.7659574468084,False
50,0.6,20,15,60,20,leaf,12,1363,38.666666666666664,0.4101957082748413,0.07976756,0,2,11.120567375886525,0.7403735352056925,-1373.3333333333333,False
60,0.4,30,15,50,40,eom,10,1364,38.69503546099291,0.41439515352249146,0.2461015,0,0,16.28368794326241,0.6754591902020162,-1373.9007092198583,False
50,0.6,20,15,60,50,eom,5,1364,38.69503546099291,0.47758379578590393,0.37832785,0,0,31.06382978723404,0.5929074064864943,-1373.9007092198583,False
50,0.7,20,20,50,40,eom,12,1365,38.72340425531915,0.40875381231307983,0.18789764,0,1,20.085106382978722,0.7663393163400007,-1374.4680851063831,False
70,0.4,25,10,60,30,leaf,11,1365,38.72340425531915,0.47702455520629883,0.3471902,0,0,13.702127659574467,0.706956364171419,-1374.4680851063831,False
50,0.7,20,15,60,50,eom,8,1365,38.72340425531915,0.4056343138217926,0.22231409,0,0,20.794326241134755,0.8550485506236604,-1374.4680851063831,False
60,0.7,25,20,50,30,eom,15,1365,38.72340425531915,0.4685688316822052,0.21990564,0,0,9.900709219858156,0.7035913810303897,-1374.4680851063831,False
50,0.3,20,20,60,30,eom,9,1366,38.75177304964539,0.3774636685848236,0.1915541,0,1,19.375886524822693,0.7541235844017158,-1375.0354609929077,False
70,0.7,20,10,40,30,leaf,20,1366,38.75177304964539,0.5632421374320984,0.28517583,0,0,6.411347517730497,0.5893489776684837,-1375.0354609929077,False
70,0.5,25,10,60,40,eom,9,1366,38.75177304964539,0.477029412984848,0.22597954,0,0,10.836879432624114,0.8061347999374555,-1375.0354609929077,False
50,0.7,30,15,30,30,leaf,24,1366,38.75177304964539,0.5610803961753845,0.38623908,0,0,6.382978723404255,0.5886118852406009,-1375.0354609929077,False
60,0.4,25,10,40,20,leaf,21,1366,38.75177304964539,0.45862969756126404,0.09694928,0,1,6.24113475177305,0.6800307419870601,-1375.0354609929077,False
50,0.5,20,10,50,40,eom,9,1366,38.75177304964539,0.35410282015800476,0.13669927,0,1,27.120567375886523,0.680319036513612,-1375.0354609929077,False
70,0.7,25,10,50,30,leaf,17,1366,38.75177304964539,0.543523907661438,0.2915887,0,0,6.836879432624113,0.6373186670916818,-1375.0354609929077,False
60,0.5,25,10,60,20,leaf,13,1366,38.75177304964539,0.4324672222137451,0.1414355,0,1,9.900709219858156,0.7694244260079899,-1375.0354609929077,False
60,0.4,20,15,50,30,eom,12,1366,38.75177304964539,0.34250301122665405,0.09509982,0,3,15.829787234042552,0.7469083519618307,-1375.0354609929077,False
70,0.7,30,10,40,30,leaf,20,1367,38.780141843971634,0.5508497953414917,0.3074305,0,0,6.581560283687943,0.5904652213358036,-1375.6028368794327,False
70,0.7,30,15,50,40,eom,13,1367,38.780141843971634,0.43936190009117126,0.2273647,0,0,21.134751773049647,0.6927226201876496,-1375.6028368794327,False
60,0.6,25,20,60,20,leaf,11,1367,38.780141843971634,0.41520023345947266,0.13159396,0,1,12.056737588652481,0.7351806101329927,-1375.6028368794327,False
70,0.3,30,15,50,30,eom,13,1368,38.808510638297875,0.34390342235565186,0.06759408,0,3,15.71631205673759,0.7758036074943391,-1376.1702127659576,False
70,0.4,20,10,50,20,leaf,16,1370,38.86524822695036,0.4326927661895752,0.1502383,0,3,10.297872340425531,0.7548797958112753,-1377.3049645390072,False
60,0.7,25,20,60,40,eom,12,1370,38.86524822695036,0.42588308453559875,0.22000231,0,0,20.02836879432624,0.7266526268365627,-1377.3049645390072,False
70,0.4,20,10,40,20,leaf,24,1370,38.86524822695036,0.49693775177001953,0.22269626,0,0,5.6453900709219855,0.6354203480071187,-1377.3049645390072,False
50,0.3,20,15,60,20,leaf,15,1371,38.8936170212766,0.4409734308719635,0.09330473,0,1,11.886524822695035,0.6949645236675858,-1377.872340425532,False
70,0.3,30,15,60,40,eom,3,733,20.794326241134755,0.2675718367099762,0.15444288,0,1,57.815602836879435,0.9643057526771823,-1378.1560283687943,False
70,0.4,30,10,50,40,eom,10,1372,38.92198581560284,0.430611789226532,0.0881231,0,1,13.333333333333334,0.7449186354810223,-1378.4397163120568,False
70,0.4,25,15,50,30,eom,11,1373,38.95035460992908,0.4434643089771271,0.24620101,0,0,17.04964539007092,0.667649886181564,-1379.0070921985816,False
70,0.3,20,20,50,20,eom,12,1373,38.95035460992908,0.3486050069332123,0.07159087,0,2,13.049645390070921,0.8339810134030726,-1379.0070921985816,False
50,0.5,25,20,50,20,eom,15,1373,38.95035460992908,0.4472033679485321,0.21058908,0,0,9.73049645390071,0.6907027958231787,-1379.0070921985816,False
70,0.5,30,10,60,30,leaf,14,1375,39.00709219858156,0.44069263339042664,0.19370608,0,1,13.361702127659575,0.6447261005280296,-1380.1418439716313,False
70,0.5,25,20,50,20,eom,14,1376,39.0354609929078,0.43171197175979614,0.20414883,0,0,10.411347517730496,0.7129356400676726,-1380.709219858156,False
50,0.7,30,20,60,30,eom,14,1376,39.0354609929078,0.4539951682090759,0.072749406,0,1,8.794326241134751,0.7967011562117768,-1380.709219858156,False
60,0.6,25,15,50,30,eom,12,1377,39.06382978723404,0.41588157415390015,0.123640604,0,2,11.063829787234042,0.7178851659213196,-1381.276595744681,False
70,0.6,20,15,60,20,eom,11,1378,39.09219858156028,0.42857789993286133,0.12304561,0,1,10.808510638297872,0.6961103159429601,-1381.8439716312057,False
60,0.3,30,20,60,30,eom,9,1378,39.09219858156028,0.36393025517463684,0.1456364,0,1,19.29078014184397,0.7571694509203161,-1381.8439716312057,False
50,0.4,30,10,40,20,leaf,23,1379,39.12056737588652,0.4802413284778595,0.14127156,0,1,5.702127659574468,0.6799730081509775,-1382.4113475177305,False
60,0.3,20,15,60,40,eom,7,1379,39.12056737588652,0.342771053314209,0.110575944,0,1,23.77304964539007,0.734454302386076,-1382.4113475177305,False
60,0.6,30,15,50,20,leaf,14,1379,39.12056737588652,0.42309191823005676,0.11130573,0,1,11.26241134751773,0.6736235394729553,-1382.4113475177305,False
70,0.4,30,15,60,20,leaf,15,1379,39.12056737588652,0.4375494122505188,0.15336518,0,1,10.609929078014185,0.6912317352010091,-1382.4113475177305,False
60,0.7,20,10,50,50,eom,12,1379,39.12056737588652,0.46426430344581604,0.2633864,0,0,21.95744680851064,0.6571777490444671,-1382.4113475177305,False
60,0.5,20,10,40,20,leaf,20,1379,39.12056737588652,0.5044891834259033,0.26147935,0,0,9.872340425531915,0.5904834172283112,-1382.4113475177305,False
70,0.7,30,20,50,30,eom,15,1380,39.148936170212764,0.48403605818748474,0.1580802,0,1,8.73758865248227,0.7039126508164306,-1382.9787234042553,False
50,0.7,25,15,30,20,leaf,27,1380,39.148936170212764,0.563390851020813,0.2498468,0,0,6.6382978723404245,0.5625325165903406,-1382.9787234042553,False
50,0.3,20,20,50,30,eom,12,1380,39.148936170212764,0.32449236512184143,0.08123148,0,2,14.468085106382977,0.8108570536814769,-1382.9787234042553,False
60,0.6,30,15,60,50,eom,5,1380,39.148936170212764,0.47495150566101074,0.37452114,0,0,34.24113475177305,0.5779066189232241,-1382.9787234042553,False
